Date,Open,High,Low,Close,Adj Close,Volume
2016-07-28,111.220001,111.320000,109.900002,110.760002,102.343155,600000
2016-07-29,112.419998,112.790001,110.879997,111.599998,103.119316,756500
2016-08-01,112.120003,112.199997,110.980003,111.230003,102.777443,445100
2016-08-02,110.339996,110.800003,109.080002,109.970001,101.613190,534100
2016-08-03,109.800003,110.080002,109.370003,110.070000,101.705589,358000
2016-08-04,112.269997,112.480003,111.309998,112.309998,103.775368,907300
2016-08-05,115.839996,116.230003,115.410004,115.959999,107.147987,602900
2016-08-08,118.129997,118.519997,117.290001,117.410004,108.487816,667900
2016-08-09,117.430000,117.500000,116.690002,117.419998,108.497047,342100
2016-08-10,117.010002,117.349998,116.900002,116.949997,108.062759,191300
2016-08-11,117.230003,117.940002,117.129997,117.769997,108.820450,262500
2016-08-12,117.570000,118.180000,117.470001,117.790001,108.838936,239900
2016-08-15,117.500000,117.889999,117.500000,117.580002,108.644897,120000
2016-08-16,117.000000,117.709999,116.800003,117.279999,108.367683,221500
2016-08-17,118.529999,119.220001,118.519997,119.199997,110.141777,537100
2016-08-18,118.250000,119.160004,118.250000,118.940002,109.901535,775200
2016-08-19,119.470001,119.849998,119.400002,119.620003,110.529869,356800
2016-08-22,120.309998,120.760002,120.199997,120.580002,111.416916,332200
2016-08-23,120.269997,120.400002,119.800003,119.800003,110.696190,169900
2016-08-24,121.580002,121.769997,120.730003,120.900002,111.712593,368500
2016-08-25,120.760002,120.959999,120.209999,120.290001,111.148956,354300
2016-08-26,118.269997,119.309998,117.970001,118.620003,109.605850,405500
2016-08-29,120.019997,120.440002,120.010002,120.339996,111.195145,205400
2016-08-30,121.230003,121.410004,120.940002,121.239998,112.026756,169500
2016-08-31,121.190002,121.370003,120.040001,120.629997,111.463112,395300
2016-09-01,121.589996,122.000000,120.570000,121.019997,111.823471,341000
2016-09-02,121.519997,122.089996,121.519997,122.080002,112.802925,339000
2016-09-06,120.510002,120.750000,120.080002,120.669998,111.500076,291900
2016-09-07,121.370003,121.800003,120.589996,120.739998,111.564758,268700
2016-09-08,120.779999,121.269997,120.650002,121.010002,111.814232,163700
2016-09-09,120.000000,120.150002,118.639999,118.660004,109.642815,370600
2016-09-12,118.660004,120.489998,118.660004,120.349998,111.204384,245200
2016-09-13,119.339996,119.820000,118.360001,118.809998,109.781410,349800
2016-09-14,117.849998,117.849998,117.309998,117.449997,108.524765,291800
2016-09-15,117.019997,118.370003,116.820000,118.169998,109.190056,224500
2016-09-16,114.870003,115.199997,114.379997,114.629997,105.919060,600200
2016-09-19,115.250000,116.029999,114.970001,115.070000,106.325623,221200
2016-09-20,116.849998,117.010002,116.320000,116.459999,107.610001,195400
2016-09-21,119.629997,120.199997,118.010002,119.449997,110.372787,402200
2016-09-22,120.830002,121.169998,120.330002,120.800003,111.620193,508300
2016-09-23,117.620003,117.889999,117.260002,117.660004,108.718811,402200
2016-09-26,116.860001,117.320000,116.500000,117.099998,108.201355,317100
2016-09-27,118.599998,118.599998,117.790001,118.320000,109.328651,325900
2016-09-28,117.349998,117.750000,116.480003,117.629997,110.343170,188000
2016-09-29,116.529999,116.849998,115.760002,115.989998,108.804771,400300
2016-09-30,115.260002,116.580002,115.000000,116.059998,108.870430,375900
2016-10-03,114.489998,115.669998,114.339996,115.260002,108.120003,609500
2016-10-04,115.559998,116.239998,115.110001,115.330002,108.185661,165600
2016-10-05,116.430000,117.180000,116.430000,117.070000,109.817863,202300
2016-10-06,116.220001,116.650002,116.180000,116.440002,109.226898,133600
2016-10-07,115.959999,116.089996,115.220001,115.889999,108.710968,228900
2016-10-10,116.129997,116.830002,116.059998,116.419998,109.208138,163900
2016-10-11,115.800003,115.800003,115.019997,115.320000,108.176277,224600
2016-10-12,115.000000,115.349998,114.639999,115.150002,108.016815,157700
2016-10-13,114.529999,115.199997,114.089996,114.690002,107.585304,231700
2016-10-14,115.320000,115.830002,115.050003,115.089996,107.960518,156800
2016-10-17,115.180000,115.839996,115.080002,115.430000,108.279465,163900
2016-10-18,115.519997,115.519997,114.830002,115.050003,107.923004,186200
2016-10-19,115.129997,115.379997,114.889999,114.889999,107.772911,112600
2016-10-20,115.879997,116.320000,115.629997,116.139999,108.945480,161400
2016-10-21,114.860001,115.360001,114.610001,115.269997,108.129372,174700
2016-10-24,115.129997,115.519997,115.029999,115.449997,108.298218,141300
2016-10-25,115.430000,115.750000,115.239998,115.250000,108.110611,159900
2016-10-26,114.930000,115.699997,114.750000,115.500000,108.345123,211200
2016-10-27,115.389999,115.500000,114.809998,114.849998,107.735390,216100
2016-10-28,114.839996,115.139999,114.410004,114.809998,107.697861,140500
2016-10-31,115.510002,115.790001,115.400002,115.660004,108.495216,135000
2016-11-01,115.760002,115.760002,114.180000,114.730003,107.622833,307300
2016-11-02,114.139999,114.669998,113.129997,113.379997,106.356445,227400
2016-11-03,113.790001,114.180000,112.940002,113.169998,106.159462,320400
2016-11-04,110.529999,111.199997,110.239998,110.559998,103.711143,321400
2016-11-07,111.620003,112.550003,111.489998,112.480003,105.512207,354400
2016-11-08,113.000000,115.400002,112.620003,113.809998,106.759811,228700
2016-11-09,110.349998,112.779999,110.349998,111.809998,104.883705,567900
2016-11-10,110.930000,111.400002,109.940002,110.860001,103.992561,371900
2016-11-11,111.449997,112.050003,111.370003,111.949997,105.015030,158600
2016-11-14,111.830002,112.430000,111.510002,111.779999,104.855560,225500
2016-11-15,111.980003,112.489998,111.809998,112.489998,105.521584,142000
2016-11-16,112.639999,112.879997,112.370003,112.570000,105.596634,225100
2016-11-17,113.000000,113.239998,112.360001,113.239998,106.225121,201200
2016-11-18,114.059998,114.430000,113.919998,114.040001,106.975563,235500
2016-11-21,114.220001,114.669998,114.129997,114.510002,107.416451,218400
2016-11-22,113.709999,113.870003,113.250000,113.779999,106.731667,153200
2016-11-23,113.459999,114.860001,113.370003,114.510002,107.416451,269400
2016-11-25,117.699997,118.150002,117.410004,117.800003,110.502640,191800
2016-11-28,117.970001,117.970001,117.410004,117.650002,110.361938,174700
2016-11-29,118.150002,118.570000,117.940002,118.300003,110.971680,190800
2016-11-30,118.629997,118.809998,118.250000,118.529999,111.187424,231600
2016-12-01,117.690002,118.709999,117.500000,117.769997,110.474503,260300
2016-12-02,116.970001,117.290001,116.699997,116.830002,109.592743,190700
2016-12-05,117.339996,118.080002,117.300003,117.559998,110.277512,156900
2016-12-06,117.440002,117.919998,117.199997,117.879997,110.577690,133400
2016-12-07,119.629997,121.769997,119.629997,121.459999,113.935921,304600
2016-12-08,123.050003,123.180000,122.540001,122.809998,115.202293,431000
2016-12-09,122.809998,123.150002,122.610001,122.980003,115.361763,291800
2016-12-12,121.800003,122.449997,121.389999,121.860001,114.311142,247500
2016-12-13,122.220001,123.180000,122.169998,123.070000,115.446190,201900
2016-12-14,121.949997,122.449997,120.980003,121.059998,113.560692,161200
2016-12-15,121.919998,122.209999,121.699997,121.980003,114.423714,211100
2016-12-16,120.870003,121.449997,120.709999,121.000000,113.504410,203800
2016-12-19,121.320000,122.230003,121.239998,121.839996,114.292381,171900
2016-12-20,121.360001,122.059998,121.250000,121.669998,114.132912,257800
2016-12-21,121.349998,121.440002,121.000000,121.110001,113.607605,87400
2016-12-22,120.699997,120.900002,120.470001,120.660004,113.185471,104700
2016-12-23,120.779999,121.110001,120.779999,120.900002,113.410606,94600
2016-12-27,119.459999,119.959999,119.040001,119.389999,111.994156,234500
2016-12-28,118.959999,119.220001,118.400002,118.419998,111.084236,105600
2016-12-29,117.290001,117.629997,116.779999,117.040001,109.789719,181700
2016-12-30,117.769997,117.910004,116.820000,117.199997,109.939812,153400
2017-01-03,118.169998,118.669998,117.830002,118.550003,111.206184,204000
2017-01-04,120.269997,121.290001,120.139999,121.190002,113.682640,250600
2017-01-05,121.190002,121.389999,120.320000,120.440002,112.979111,525900
2017-01-06,119.839996,120.230003,119.410004,120.129997,112.688309,171600
2017-01-09,119.480003,119.959999,119.470001,119.739998,112.322472,135800
2017-01-10,119.089996,120.059998,118.790001,119.760002,112.341232,214400
2017-01-11,119.089996,119.910004,119.089996,119.910004,112.481934,192000
2017-01-12,119.639999,119.940002,118.360001,119.639999,112.228661,218700
2017-01-13,119.820000,119.900002,119.519997,119.809998,112.388130,112900
2017-01-17,118.849998,118.959999,118.169998,118.410004,111.074867,190600
2017-01-18,118.709999,118.989998,118.519997,118.790001,111.431313,138500
2017-01-19,119.559998,119.949997,118.900002,119.309998,111.919098,106800
2017-01-20,119.120003,119.389999,118.660004,118.919998,111.553268,122600
2017-01-23,118.449997,118.449997,117.750000,118.290001,110.962296,140500
2017-01-24,116.910004,117.919998,116.690002,117.639999,110.352554,304200
2017-01-25,118.620003,119.290001,118.519997,119.059998,111.684593,233200
2017-01-26,119.430000,119.989998,118.959999,118.980003,111.609558,182400
2017-01-27,117.089996,117.089996,116.500000,116.690002,109.461411,196700
2017-01-30,116.360001,116.580002,115.550003,116.070000,108.879814,159200
2017-01-31,116.209999,116.370003,115.070000,115.750000,108.579636,324600
2017-02-01,115.839996,116.150002,115.040001,115.260002,108.120003,323500
2017-02-02,114.699997,114.760002,113.970001,114.529999,107.435211,248300
2017-02-03,114.699997,115.459999,114.690002,115.120003,107.988670,187500
2017-02-06,114.199997,114.480003,112.750000,113.309998,106.290779,437900
2017-02-07,113.500000,113.519997,112.730003,113.040001,106.037521,344400
2017-02-08,113.339996,113.410004,112.870003,113.269997,106.253265,251400
2017-02-09,111.809998,111.989998,111.120003,111.919998,104.986893,445300
2017-02-10,112.550003,113.150002,112.500000,112.889999,105.896805,376900
2017-02-13,114.070000,114.500000,113.889999,114.129997,107.059990,414100
2017-02-14,114.339996,114.489998,113.760002,114.470001,107.378929,231200
2017-02-15,113.720001,113.720001,113.320000,113.610001,106.572205,189000
2017-02-16,113.199997,113.610001,113.089996,113.349998,106.328308,196100
2017-02-17,112.489998,113.699997,112.339996,113.699997,106.656624,240400
2017-02-21,114.080002,114.589996,113.820000,114.300003,107.219460,268800
2017-02-22,114.209999,114.449997,114.070000,114.400002,107.313263,187100
2017-02-23,114.680000,114.889999,114.379997,114.589996,107.491486,181600
2017-02-24,113.900002,114.029999,113.489998,113.769997,106.722290,179600
2017-02-27,113.709999,114.269997,113.669998,114.239998,107.163170,180600
2017-02-28,113.599998,113.650002,112.989998,113.150002,106.140701,196000
2017-03-01,114.820000,114.980003,114.510002,114.739998,107.632210,240400
2017-03-02,113.589996,113.889999,113.160004,113.389999,106.365829,252700
2017-03-03,113.269997,113.540001,113.070000,113.339996,106.318924,123800
2017-03-06,113.139999,113.139999,112.750000,112.910004,105.915565,162000
2017-03-07,112.690002,113.050003,112.500000,112.650002,105.671677,171600
2017-03-08,112.550003,112.589996,111.760002,111.800003,104.874321,178400
2017-03-09,112.110001,112.410004,111.879997,112.190002,105.240166,150500
2017-03-10,112.839996,112.980003,112.400002,112.660004,105.681053,286900
2017-03-13,113.370003,113.820000,113.330002,113.400002,106.375214,233500
2017-03-14,112.480003,112.599998,112.010002,112.089996,105.146355,130600
2017-03-15,112.629997,113.500000,112.540001,113.239998,106.225121,170500
2017-03-16,113.709999,113.959999,113.169998,113.239998,106.225121,109400
2017-03-17,112.639999,112.739998,112.070000,112.209999,105.258926,480500
2017-03-20,112.260002,112.599998,111.940002,112.000000,105.061943,186600
2017-03-21,112.690002,112.860001,111.120003,111.389999,104.489716,383100
2017-03-22,110.889999,111.000000,110.120003,110.830002,103.964417,279300
2017-03-23,110.550003,111.089996,110.320000,110.510002,103.664238,159900
2017-03-24,111.110001,111.620003,110.919998,111.360001,104.461586,161700
2017-03-27,111.029999,111.959999,110.760002,111.730003,104.808670,211700
2017-03-28,111.900002,112.589996,111.790001,112.410004,105.446541,205400
2017-03-29,110.260002,110.339996,110.110001,110.250000,105.261795,390400
2017-03-30,110.000000,110.300003,109.889999,110.059998,105.080399,202800
2017-03-31,108.930000,108.930000,108.410004,108.620003,103.705551,310000
2017-04-03,108.620003,108.800003,107.910004,108.519997,103.610062,258500
2017-04-04,108.059998,108.349998,107.870003,108.010002,103.123146,336400
2017-04-05,107.029999,107.029999,106.059998,106.139999,101.337746,533500
2017-04-06,105.680000,105.889999,105.339996,105.500000,100.726707,392200
2017-04-07,105.760002,106.099998,105.620003,105.910004,101.118164,233700
2017-04-10,106.110001,106.480003,105.820000,105.980003,101.184998,379500
2017-04-11,106.769997,106.790001,106.059998,106.400002,101.585991,419400
2017-04-12,105.989998,105.989998,105.400002,105.440002,100.669426,311400
2017-04-13,105.129997,105.150002,104.169998,104.180000,99.466423,346200
2017-04-17,105.930000,106.209999,105.699997,106.120003,101.318657,361900
2017-04-18,105.620003,105.660004,105.080002,105.320000,100.554855,199700
2017-04-19,105.000000,105.110001,104.500000,104.620003,99.886528,214000
2017-04-20,105.660004,106.160004,105.639999,106.000000,101.204086,234600
2017-04-21,106.849998,107.239998,106.459999,106.580002,101.757843,226100
2017-04-24,107.190002,107.260002,106.699997,106.989998,102.149284,257500
2017-04-25,108.610001,108.940002,108.550003,108.720001,103.801018,309900
2017-04-26,109.919998,110.330002,109.800003,109.910004,104.937187,410000
2017-04-27,109.800003,109.900002,109.199997,109.410004,104.459801,213800
2017-04-28,108.349998,108.589996,108.070000,108.139999,103.247269,224300
2017-05-01,108.290001,108.419998,108.089996,108.300003,103.400024,108900
2017-05-02,109.519997,109.680000,109.070000,109.239998,104.297493,268000
2017-05-03,108.470001,109.040001,108.320000,108.870003,103.944237,368600
2017-05-04,109.269997,109.269997,108.440002,109.160004,104.221123,152400
2017-05-05,109.239998,109.940002,109.129997,109.910004,104.937187,219900
2017-05-08,110.000000,110.349998,109.989998,110.190002,105.204521,170700
2017-05-09,109.040001,109.129997,108.360001,108.459999,103.552780,235200
2017-05-10,106.290001,106.349998,105.690002,105.809998,101.022682,441900
2017-05-11,106.739998,106.919998,106.309998,106.839996,102.006081,283500
2017-05-12,106.169998,106.629997,106.169998,106.459999,101.643272,277000
2017-05-15,106.519997,106.559998,106.099998,106.410004,101.595543,300000
2017-05-16,107.099998,107.360001,106.650002,106.919998,102.082458,276800
2017-05-17,106.830002,107.349998,105.720001,105.790001,101.003586,259000
2017-05-18,105.889999,107.000000,105.839996,106.769997,101.939247,211400
2017-05-19,107.099998,107.800003,107.099998,107.559998,102.693504,177800
2017-05-22,107.349998,107.959999,107.199997,107.500000,102.636215,330700
2017-05-23,108.000000,108.430000,108.000000,108.080002,103.189980,229800
2017-05-24,107.500000,107.650002,106.949997,107.320000,102.464363,151900
2017-05-25,107.260002,107.540001,107.110001,107.300003,102.445274,179800
2017-05-26,106.779999,107.099998,106.599998,107.099998,102.254318,157100
2017-05-30,107.199997,108.110001,107.150002,107.879997,102.999016,193800
2017-05-31,107.370003,107.709999,106.750000,107.540001,102.674408,185500
2017-06-01,107.839996,108.419998,107.739998,108.400002,103.495506,170500
2017-06-02,109.040001,109.620003,108.870003,109.370003,104.421616,274300
2017-06-05,107.930000,108.230003,107.500000,107.760002,102.884460,181800
2017-06-06,107.540001,108.029999,107.529999,107.800003,102.922653,205500
2017-06-07,107.879997,107.980003,107.400002,107.529999,102.664864,127100
2017-06-08,106.500000,106.650002,105.510002,105.779999,100.994041,433400
2017-06-09,105.709999,106.269997,105.349998,105.739998,100.955849,275300
2017-06-12,106.230003,106.639999,106.110001,106.449997,101.633720,388600
2017-06-13,106.930000,107.410004,106.699997,107.410004,102.550293,952800
2017-06-14,107.129997,107.169998,106.360001,106.699997,101.872421,149300
2017-06-15,105.489998,106.050003,105.300003,105.779999,100.994041,350700
2017-06-16,104.989998,104.989998,104.589996,104.900002,100.153854,299200
2017-06-19,104.599998,104.709999,104.370003,104.699997,99.962906,232700
2017-06-20,104.500000,104.550003,103.620003,103.820000,99.122719,301200
2017-06-21,104.879997,104.879997,104.449997,104.559998,99.829231,211300
2017-06-22,105.379997,105.639999,105.320000,105.489998,100.717155,229300
2017-06-23,105.160004,105.279999,105.019997,105.239998,100.478470,106400
2017-06-26,105.250000,105.550003,104.970001,104.980003,100.230240,157400
2017-06-27,104.980003,105.029999,104.480003,104.540001,99.810143,218900
2017-06-28,104.989998,105.349998,104.769997,105.309998,100.545303,193300
2017-06-29,105.120003,105.120003,103.839996,104.339996,99.619186,182700
2017-06-30,105.029999,105.290001,104.660004,105.019997,100.268417,169400
2017-07-03,105.800003,106.339996,105.650002,106.029999,101.232727,165700
2017-07-05,108.150002,108.779999,108.099998,108.529999,103.619621,493200
2017-07-06,108.070000,108.099998,107.290001,107.449997,102.588478,276700
2017-07-07,108.150002,108.610001,108.050003,108.470001,103.562332,244200
2017-07-10,108.209999,108.480003,108.139999,108.220001,103.323647,120700
2017-07-11,108.099998,108.459999,107.570000,108.209999,103.314095,482500
2017-07-12,109.620003,109.879997,109.260002,109.870003,104.898987,313700
2017-07-13,109.500000,109.900002,109.449997,109.839996,104.870346,199700
2017-07-14,110.050003,110.680000,110.050003,110.199997,105.214058,293500
2017-07-17,110.010002,110.440002,110.010002,110.330002,105.338181,234200
2017-07-18,110.199997,110.199997,109.660004,110.000000,105.023109,183300
2017-07-19,109.589996,109.849998,109.559998,109.699997,104.736679,148400
2017-07-20,109.930000,110.059998,109.510002,109.839996,104.870346,151900
2017-07-21,109.470001,109.500000,109.050003,109.309998,104.364326,177000
2017-07-24,109.300003,109.449997,109.099998,109.410004,104.459801,127000
2017-07-25,109.839996,110.550003,109.750000,110.129997,105.147224,198900
2017-07-26,110.360001,110.889999,110.330002,110.769997,105.758263,157100
2017-07-27,111.269997,111.980003,111.220001,111.669998,106.617554,224600
2017-07-28,111.830002,112.260002,111.809998,112.260002,107.180855,187300
2017-07-31,113.000000,113.000000,112.459999,112.839996,107.734612,141000
2017-08-01,114.120003,114.379997,113.589996,114.169998,109.004440,371600
2017-08-02,113.779999,114.190002,113.489998,114.190002,109.023537,178400
2017-08-03,112.750000,112.879997,112.279999,112.730003,107.629601,253000
2017-08-04,113.760002,113.800003,112.989998,113.639999,108.498413,150400
2017-08-07,113.980003,114.160004,113.919998,114.129997,108.966240,140900
2017-08-08,114.260002,114.489998,114.029999,114.220001,109.052185,143000
2017-08-09,113.110001,113.290001,112.849998,113.099998,107.982841,112000
2017-08-10,113.599998,113.779999,112.209999,112.379997,107.295425,280800
2017-08-11,112.459999,112.669998,111.889999,112.120003,107.047195,355300
2017-08-14,112.860001,113.379997,112.769997,113.029999,107.916016,211100
2017-08-15,113.400002,113.650002,113.279999,113.279999,108.154701,184500
2017-08-16,112.360001,112.599998,112.190002,112.389999,107.304977,162500
2017-08-17,112.239998,112.239998,111.290001,111.449997,106.407494,126000
2017-08-18,112.000000,112.169998,111.519997,111.730003,106.674835,120100
2017-08-21,112.400002,112.889999,112.360001,112.720001,107.620041,167500
2017-08-22,112.639999,113.000000,112.559998,112.870003,107.763260,188000
2017-08-23,112.930000,113.080002,112.680000,112.849998,107.744156,142900
2017-08-24,112.230003,112.680000,112.099998,112.220001,107.142670,153200
2017-08-25,112.550003,112.989998,112.430000,112.839996,107.734612,154400
2017-08-28,112.480003,112.480003,112.050003,112.269997,107.190399,71200
2017-08-29,111.529999,112.099998,111.480003,112.080002,107.008995,116900
2017-08-30,112.099998,112.309998,111.500000,112.290001,107.209496,172800
2017-08-31,112.260002,113.089996,112.220001,112.980003,107.868279,291300
2017-09-01,112.739998,113.860001,112.629997,113.029999,107.916016,288200
2017-09-05,113.360001,114.000000,113.190002,113.620003,108.479324,228800
2017-09-06,113.959999,114.029999,113.470001,113.730003,108.584351,182700
2017-09-07,114.519997,114.750000,113.970001,114.279999,109.109459,264600
2017-09-08,115.000000,115.169998,114.690002,114.970001,109.768242,220900
2017-09-11,115.940002,116.430000,115.809998,116.230003,110.971245,185500
2017-09-12,116.370003,116.769997,116.320000,116.540001,111.267212,179700
2017-09-13,116.349998,116.699997,116.250000,116.610001,111.334045,112000
2017-09-14,116.510002,117.360001,116.470001,117.099998,111.801872,222200
2017-09-15,117.120003,117.790001,117.120003,117.690002,112.365173,169500
2017-09-18,117.820000,117.919998,117.379997,117.589996,112.269699,112900
2017-09-19,119.809998,120.230003,119.800003,120.059998,114.627945,275600
2017-09-20,120.000000,120.400002,119.830002,120.370003,114.923920,193700
2017-09-21,120.260002,120.260002,119.800003,120.050003,114.618408,110600
2017-09-22,120.260002,120.739998,120.260002,120.629997,115.172157,146100
2017-09-25,120.809998,121.220001,120.570000,120.970001,115.496780,141100
2017-09-26,121.639999,121.800003,121.120003,121.330002,115.840492,179700
2017-09-27,121.639999,121.800003,120.669998,121.489998,115.993248,200300
2017-09-28,119.779999,120.000000,119.440002,119.599998,115.903564,174400
2017-09-29,119.370003,119.620003,119.150002,119.169998,115.486855,122200
2017-10-02,118.830002,119.449997,118.820000,119.309998,115.622536,115400
2017-10-03,119.519997,120.360001,119.510002,120.339996,116.620689,159900
2017-10-04,120.820000,121.309998,120.230003,120.970001,117.231232,153800
2017-10-05,120.730003,120.900002,120.500000,120.839996,117.105247,108000
2017-10-06,121.589996,121.889999,121.300003,121.870003,118.103409,126600
2017-10-09,121.769997,122.120003,121.599998,121.669998,117.909592,151300
2017-10-10,123.860001,124.180000,123.820000,124.080002,120.245110,472400
2017-10-11,123.500000,123.839996,123.290001,123.559998,119.741180,193800
2017-10-12,123.480003,123.680000,123.070000,123.190002,119.382614,151000
2017-10-13,123.419998,123.559998,123.029999,123.379997,119.566734,333800
2017-10-16,123.300003,123.500000,123.010002,123.419998,119.605507,101300
2017-10-17,123.320000,123.669998,123.180000,123.309998,119.498901,107300
2017-10-18,123.900002,124.320000,123.839996,124.260002,120.419540,127500
2017-10-19,123.160004,123.320000,122.769997,123.070000,119.266319,121000
2017-10-20,123.410004,123.720001,123.360001,123.709999,119.886536,111500
2017-10-23,123.180000,123.290001,122.610001,122.769997,118.975594,154400
2017-10-24,123.889999,124.010002,123.599998,123.879997,120.051285,133300
2017-10-25,123.239998,123.239998,122.019997,122.339996,118.558884,176500
2017-10-26,123.580002,124.089996,123.540001,123.849998,120.022217,123100
2017-10-27,123.879997,124.239998,123.669998,124.230003,120.390480,101800
2017-10-30,124.250000,124.440002,124.070000,124.389999,120.545525,113500
2017-10-31,123.980003,124.139999,123.669998,124.000000,120.167580,110400
2017-11-01,124.290001,124.919998,124.180000,124.430000,120.584290,194200
2017-11-02,125.050003,125.489998,124.940002,125.309998,121.437096,153100
2017-11-03,125.510002,125.629997,125.019997,125.620003,121.737518,115300
2017-11-06,125.510002,125.750000,125.339996,125.629997,121.747200,103400
2017-11-07,126.750000,127.500000,125.589996,127.459999,123.520645,335100
2017-11-08,127.120003,128.110001,127.050003,127.980003,124.024574,179300
2017-11-09,125.419998,125.699997,124.629997,125.459999,121.582451,303900
2017-11-10,124.800003,124.900002,124.410004,124.489998,120.642433,123200
2017-11-13,124.849998,125.760002,124.800003,125.669998,121.785965,156400
2017-11-14,125.349998,125.440002,124.720001,124.870003,121.010696,164400
2017-11-15,122.949997,123.809998,122.489998,123.660004,119.838097,106500
2017-11-16,123.980003,124.680000,123.839996,124.370003,120.526146,140300
2017-11-17,123.320000,123.650002,123.080002,123.290001,119.479523,212600
2017-11-20,123.849998,124.540001,123.849998,124.290001,120.448616,108000
2017-11-21,125.199997,125.919998,125.059998,125.779999,121.892563,163500
2017-11-22,126.300003,126.620003,125.800003,126.080002,122.183296,115200
2017-11-24,126.290001,126.400002,125.860001,126.050003,122.154228,57700
2017-11-27,126.209999,126.400002,125.870003,125.980003,122.086395,104800
2017-11-28,126.510002,126.959999,126.320000,126.959999,123.036102,101000
2017-11-29,126.599998,127.099998,126.070000,126.550003,122.638771,128200
2017-11-30,126.400002,126.889999,126.199997,126.339996,122.435249,110600
2017-12-01,125.400002,125.589996,123.680000,124.360001,120.516449,201300
2017-12-04,124.699997,124.959999,123.709999,123.919998,120.090057,243400
2017-12-05,124.040001,124.839996,123.129997,123.680000,119.857475,190200
2017-12-06,123.000000,123.279999,122.629997,122.970001,119.169411,95700
2017-12-07,123.389999,123.580002,122.849998,123.389999,119.576431,113600
2017-12-08,124.169998,124.500000,124.019997,124.449997,120.603676,125100
2017-12-11,124.190002,124.190002,123.720001,123.930000,120.099739,89600
2017-12-12,123.919998,124.519997,123.800003,124.250000,120.409851,110100
2017-12-13,124.730003,125.260002,124.690002,124.919998,121.059143,83200
2017-12-14,125.610001,125.750000,124.910004,125.000000,121.136681,339500
2017-12-15,124.230003,124.660004,124.169998,124.339996,120.497070,127500
2017-12-18,126.870003,127.440002,126.739998,127.320000,123.384964,160600
2017-12-19,127.510002,127.699997,126.800003,127.010002,123.084549,90900
2017-12-20,128.000000,128.009995,127.330002,127.629997,123.685387,103900
2017-12-21,128.240005,128.440002,128.059998,128.279999,124.315300,180800
2017-12-22,128.119995,128.339996,127.739998,128.320007,124.354073,75800
2017-12-26,128.000000,128.160004,127.820000,127.980003,124.024574,48400
2017-12-27,127.970001,128.300003,127.870003,128.229996,124.266838,77800
2017-12-28,128.110001,128.429993,127.519997,128.270004,124.305618,102300
2017-12-29,128.440002,128.440002,127.110001,127.169998,123.239609,122100
